Bldg City,Bldg State,Bldg Status,Construction Date,Historical Status,Number of Records,Owned/Leased,Property Type,Total Parking Spaces
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,9
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,18
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,37
LEXINGTON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,260
LONDON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
LONDON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
LONDON,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,17
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,23
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
LOUISVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,58
MADISONVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MADISONVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
MADISONVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
MADISONVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
MARTIN,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MAYSVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,38
MORGANFIELD,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
NICHOLASVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
OWENSBORO,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
OWENSBORO,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
PADUCAH,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,52
PIKEVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
PIKEVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
PIKEVILLE,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
PRESTONSBURG,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
PRESTONSBURG,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
RICHMOND,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,43
SOMERSET,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SOMERSET,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,48
WHITESBURG,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
WILLIAMSBURG,KY,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
ALEXANDRIA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
ALEXANDRIA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,72
ALEXANDRIA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,113
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,19
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,23
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,35
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,44
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,52
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,58
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,89
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,109
BATON ROUGE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,157
BOGALUSA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,28
COVINGTON,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,18
CROWLEY,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
DE RIDDER,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,30
DENHAM SPRINGS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,9
GALLIANO,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
GRAMERCY,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
GRETNA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
GRETNA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
HAMMOND,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
HAMMOND,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
HARAHAN,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,640
HOUMA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
HOUMA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,38
KENNER,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
KENNER,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
KENNER,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,25
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
LAFAYETTE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,43
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,35
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,35
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,42
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,51
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,60
LAKE CHARLES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,80
LEESVILLE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
MANDEVILLE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MANDEVILLE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
METAIRIE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,19
METAIRIE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,37
METAIRIE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,132
METAIRIE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,217
MONROE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
MONROE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
MONROE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
MONROE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,50
MORGAN CITY,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,38
NATCHITOCHES,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,44
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,66
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,129
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,169
NEW ORLEANS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,225
OAKDALE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,56
OPELOUSAS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
OPELOUSAS,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,51
PORT ALLEN,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
RUSTON,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,31
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,32
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,72
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,76
SHREVEPORT,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,90
SLIDELL,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
ST ROSE,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,51
VIDALIA,LA,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
ADRIAN,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,29
ALPENA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
ALPENA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
ANN ARBOR,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
ANN ARBOR,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
ANN ARBOR,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,48
ANN ARBOR,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,300
BARAGA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BATTLE CREEK,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
BATTLE CREEK,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
BAY CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
BAY CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
BAY CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,23
BIG RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,21
CADILLAC,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
CALUMET,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
CHESTERFIELD TWP,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
CLAWSON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,48
CLINTON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,29
DEARBORN,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,14
DEARBORN,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,40
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,27
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,51
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,54
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,66
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,73
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,75
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,131
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,133
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,155
DETROIT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,378
EAST LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
EAST LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
EAST LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
EAST LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
EAST LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,65
EMPIRE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
ESCANABA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
ESCANABA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,21
FARMINGTON HILLS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
FARMINGTON HILLS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,55
FARMINGTON HILLS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,80
FLINT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
FLINT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
FREELAND,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,6
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,16
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,53
GRAND RAPIDS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,75
GWINN,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
HIGHLAND PARK,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,90
HOLLAND,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,41
HOUGHTON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,15
INKSTER,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,53
IRONWOOD,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
IRONWOOD,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
JACKSON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
KALAMAZOO,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
KALAMAZOO,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,60
KINCHELOE AFB,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
KINGSFORD,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,14
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,44
LANSING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,81
LIVONIA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
LIVONIA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,8
LIVONIA,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,33
LUDINGTON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,16
LUDINGTON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,35
MANISTEE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,7
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,11
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,20
MARQUETTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,22
MOUNT PLEASANT,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,34
MUSKEGON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
MUSKEGON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,52
OAK PARK,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,80
OKEMOS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
PELLSTON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
PETOSKEY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,14
PONTIAC,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,80
PONTIAC,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,89
PORT HURON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
PORT HURON,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,54
REDFORD,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
REDFORD TOWNSHIP,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,68
ROMULUS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,24
ROMULUS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,34
ROSEVILLE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,63
SAGINAW,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SAGINAW,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
SAGINAW,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
SAULT STE MARIE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
SAULT STE MARIE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
SAULT STE MARIE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,65
ST JOSEPH,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
STERLING HEIGHTS,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,54
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,2
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,13
TRAVERSE CITY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
TROY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
TROY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
TROY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
TROY,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,12
WALLED LAKE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,10
WATERFORD,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
WYANDOTTE,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,67
WYOMING,MI,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
ALEXANDRIA,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,27
BEMIDJI,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
BEMIDJI,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
BEMIDJI,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,32
BLOOMINGTON,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BLOOMINGTON,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,1
BLOOMINGTON,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,315
BRAINERD,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
BROOKLYN CENTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
BROOKLYN CENTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,45
BROOKLYN CENTER,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,220
CRANE LAKE,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
CRANE LAKE,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,4
DULUTH,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
DULUTH,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,3
FAIRMONT,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,19
FERGUS FALLS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,5
GRAND RAPIDS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
GRAND RAPIDS,MN,ACTIVE,1/3/1944,Not Evaluated,1,LEASED,BUILDING,0
